recipe_id,recipe_name,cooking_time,difficulty,sub_ingredients,Seasonings,main_ingredients
516,매운가지볶음,20.0,1,,"고춧가루, 들기름, 간장, 소금, 다진마늘, 후추","가지, 양파, 홍고추, 대파, 청고추"
517,가지그라탕,30.0,2,,"토마토소스, 우유, 파마산치즈가루, 소금, 후추, 올리브오일","가지, 양파, 다진마늘, 피자치즈, 파슬리가루"
518,상추 치커리 오징어 초침무,30.0,1,,"와사비, 후추, 설탕, 식초, 고추장","치커리, 상추, 오징어, 양파, 고추, 당근, 오이, 쑥갓"
519,가지무침과 호박잎쌈밥,30.0,1,,"양파, 쪽파, 다진마늘, 풋고추, 간장, 소금, 통깨, 쌈장","밥, 호박잎, 가지"
520,호박무침,30.0,1,,"설탕, 통깨, 식초, 된장, 고춧가루","둥근호박, 양파, 대파, 청고추, 홍고추"
521,어린잎샌드위치,20.0,2,,"마요네스, 허니머스타드","모닝빵, 슬라이스치즈, 슬라이스햄, 토마토, 어린잎채소"
522,민트라임모히또,20.0,1,,,"라임, 허브(민트), 탄산수, 설탕, 얼음"
523,고추장아찌,30.0,1,,"설탕, 식초, 간장, 물",고추
524,깻잎장아찌,10.0,1,,"고춧가루, 간장, 까나리액젓, 쪽파, 설탕, 다진마늘, 통깨, 홍고추",깻잎
525,가지두부스테이크,30.0,1,,"매실액, 굴소스, 다진고추, 아몬드","굴소스, 에멘탈 치즈가루, 두부, 가지, 다진식파"
526,오이보트카나페,30.0,2,,"황설탕, 마요네즈, 꿀, 허브솔트, 소금, 식초, 머드터드","백오이, 참치캔, 삶은계란, 양파, 단무지, 아몬드, 견과류"
527,애호박 구이,20.0,1,,"참기름, 대파, 청양고추, 식초, 다진마늘, 맛술, 간장, 통깨, 올리브유","애호박, 부침유, 어린잎채소"
528,나물 월남쌈,30.0,2,,"통깨, 매실액, 참기름, 고추","라이스페이퍼, 연어살, 무채, 고사리, 도라지, 시금치, 콩나물"
529,단호박 고등어조림,30.0,2,"고추장, 된장","다진마늘, 간장, 고춧가루, 들기름, 설탕","고등어, 단호박, 양파, 무, 청양고추, 홍고추, 쌀뜨물"
530,당근잎 감자전,20.0,2,,,"감자, 양파, 부침가루, 소금, 당근잎, 당근채"
531,배추만두,30.0,2,"달걀, 다진마늘, 다진생강, 다짐육(돼지고기), 다짐육(소고기), 당근, 당면, 두부, 버섯","후추, 소금, 통깨, 들기름, 간장","배추잎, 미나리"
532,식빵고구마파이,30.0,1,,,"마요네즈, 식빵, 고구마, 꿀, 소금, 건블루베리, 우유, 달걀노른자"
533,카레토마토달걀볶음밥,30.0,1,"물, 카레가루",,"양파, 방울토마토, 밥, 달걀, 후추, 햄, 셀러리"
534,쪽파 새우강회,20.0,1,,"고추장, 설탕, 통깨, 식초","중새우, 소금, 쪽파"
535,누드김밥,20.0,2,,"통깨, 마요네즈, 설탕, 식초, 두부","밥, 오이, 소금, 참기름, 통깨, 김밥용김, 어린잎채소, 가지, 당근"
536,콩비지동그랑땡,30.0,2,,,"계란, 전분, 부침가루, 소금, 후추, 참기름, 밀가루, 배추, 호박, 대파, 다짐육, 콩비지, 다진마늘"
537,부추 콩가루 찜,30.0,1,"부추, 채소국물, 양파즙, 통깨","진간장, 고춧가루",생콩가루
538,된장국,30.0,1,"양파, 대파, 다시육수, 다진마늘",된장,"두부, 팽이버섯, 청양초"
539,오렌지와 당근 만남주스,20.0,1,"당근, 물",,오렌지
540,양배추감자전,30.0,1,"당근, 청양고추, 식용유  ~, 다진마늘",소금,"양배추, 애호박, 감자, 부침가루, 후춧가루, 맛술"
541,돌나물 샐러드,20.0,1,"돌나물, 양파","소금, 후추, 청주","새우, 딸기, 올리브오일, 레몬즙"
542,파프리카 물김치,10.0,1,"쪽파, 생강, 마늘, 당근, 물",천일염소금,"무우, 파프리카, 매실원액"
543,인삼떡갈비,60.0,1,다진마늘,"간장, 참기름, 물엿, 설탕, 후추","다진, 다진, 다진, 다진, 맛술, 가래떡"
544,호박잎 삼계탕,60.0,2,,소금,"호박잎, 닭가슴살, 찹쌀, 대추, 미나리, 인삼, 후춧가루"
545,황태미역 곤약스프,60.0,2,"들깨가루, 마늘","된장, 액젓, 참기름","황태채, 곤약, 건미역, 두부, 표고버섯"
546,검은콩국수,30.0,1,"물, 계란",소금,"소면, 검정콩, 오이, 토마토"
547,닭고기김치찌개,30.0,1,물,된장,"삶은, 스팸, 김치, 파, 다시다"
548,완자김치찌개,30.0,1,"계란, 물, 양파, 대파, 마늘","소금, 후추, 꽃소금, 맛소금","%, 두부, 묵은지, 시판, 호박"
549,해물김치찌개,60.0,2,"마늘, 대파, 양파, 다시마, 멸치, 물",참기름,"주꾸미, 김치, 무, 두부, 배즙, 팽이버섯"
550,쑥갓부대찌개,60.0,2,"청양고추, 다시마, 물, 다진마늘","설탕, 고춧가루, 고추장","통조림, 애호박, 두부, 팽이버섯, 김치, 쑥갓"
551,들깨순두부찌개,30.0,1,"물, 다시마 *, 국물용, 양파, 대파, 들깨가루, 물 -, 다진마늘",국간장,"순두부, 버섯 -, 찹쌀가루"
552,토마토스프파스타,60.0,2,"다진양파, 다진마늘, 먹물, 치즈, 양파",함초소금,"홀토마토, 토마토, 파슬리가루, 올리브오일, 가지, 파프리카, 애호박"
553,삼겹살꼬치구이,30.0,1,"대파, 마늘, 다진마늘, 물","간장, 굴소스, 꿀또는, 후추톡톡","삼겹살, 허브맛솔트"
554,까르보나라뇨끼,30.0,1,"양파, 계란, 다진마늘, 슬라이스치즈",허브솔트톡톡,"떡볶이떡, 베이컨, 브로컬리조금, 우유"
555,호박죽,60.0,1,물,"꿀, 소금","늙은호박, 불린찹쌀"
556,고추김치,15.0,1,"부추, 다진마늘","액젓, 고춧가루","미인, 새우젓, 생수"
557,누룽닭,60.0,2,"생강즙, 당근, 양파, 튀김기름, 육수, 녹말가루, 마늘",소금,"닭가슴살, 정종, 시금치, 샐러리, 파프리카, 느타리, 주꾸미, 새우, 청경채, 누룽지, 저염, 후춧가루"
558,광어스테이크,30.0,2,"밀가루, 식용유, 버터, 다진마늘, 다진마늘, 통깨","소금, 후추, 마요네즈 ~, 꿀, 맛간장, 소금조금, 후추조금","냉동광어, 레몬즙, 파슬리가루, 어린잎채소, 토마토, 견과류, 우유, 레몬청, 올리브오일"
559,코코넛밀크카레,60.0,2,"당근, 양파, 버터, 물",소금,"두부, 코코넛밀크, 브로컬리, 돼지고기, 감자, 카레가루"
560,소고기리조또롤,60.0,2,"버터, 마늘, 양파, 육수",소금,"쌀, 강황가루, 새송이, 파프리카, 소고기, 후춧가루, 하얀, 생크림"
561,둥지튀김,60.0,2,"달걀, 밀가루, 전분","소금, 설탕","닭고기, 레몬, 통계피, 감자, 어린잎, 메추리알, 후춧가루"
562,유자삼치구이,60.0,2,"녹말, 식용유, 생강",소금,"삼치, 유자청, 레몬"
563,오징어순대,30.0,2,"밀가루, 달걀, 다진쪽파, 다진당근, 다진마늘","간장, 설탕, 소금, 참기름","오징어, 다진고기, 으깬두부, 다진표고버섯, 후춧가루"
564,연어차우더스프,60.0,2,"당근, 양파, 밀가루, 버터, 육수, 통마늘",통후추,"모시조개, 연어, 청피망, 감자, 월계수잎, 생크림"
565,콜라비오미자 물김치,60.0,2,"쪽파, 양파, 다시마",소금,"콜라비, 오미자, 무화과, 파프리카, 피망, 건새우"
566,표고버섯 감자찜,60.0,2,"당근, 양파, 홍고추, 녹말",,"표고버섯, 감자, 고수"
567,해물애호박 전병말이,60.0,3,"당근, 밀가루, 식용유","식초, 설탕, 소금","새우, 오징어, 애호박, 깻잎, 대추, 찹쌀가루, 저염"
568,감자느타리버섯국,60.0,2,"물, 국멸치, 홍고추, 건다시마",소금,"감자, 느타리버섯, 두부, 파, 다진"
569,민어매운탕,30.0,1,"청고추, 홍고추, 대파, 마늘, 생강즙","된장, 고춧가루, 후추, 소금","민어, 무, 두부"
570,양배추롤,60.0,1,"물, 대파, 부추, 당근, 다진마늘","토마토소스, 소금, 후추","양배추, 토마토, 새송이버섯, 두부, 다진, 맛술"
571,퀴노아닭가슴살샐러드,60.0,2,"양파, 리코타치즈",,"수박껍질, 토마토, 닭가슴살, 감자, 가지, 피망, 아스파라거스, 퀴노아, 양상추, 플레인요구르트, 어린잎채소, 복분자, 레몬즙"
572,삼겹살라면,20.0,1,"대파, 다진마늘",고춧가루,"라면, 삼겹살, 숙주, 깻잎"
573,파인애플볶음밥,15.0,1,"계란, 대파, 양파",굴소스,"즉석밥, 햄, 파인애플"
574,연근초무침,30.0,1,"물, 갈은깨","식초, 식초, 간장, 올리고당, 참기름","​연근, 매실청"
575,해물들깨탕,60.0,2,"양파, 청고추, 홍고추, 달걀, 다진마늘, 다진대파, 거피들깨가루",청주,"주꾸미, 전복, 칵테일새우, 저염"
576,참외깍두기,30.0,1,,"액젓, 고춧가루, 간장","참외, 매실청, 절임용"
577,코다리맑은탕,60.0,1,"대파, 다진마늘, 청양고추, 코인육수, 물",,"코다리, 무, 알배추, 새송이버섯, 팽이버섯, 미나리, 소주, 새우젓"
578,세가지샐러드,30.0,1,통깨조금,"간장, 소금","가지, 닭가슴살, 파프리카, 새싹채소, 올리브유, 다진, 후춧가루"
579,애호박들깨볶음,15.0,1,"양파, 들깨가루, 다진마늘",소금,애호박
580,고구마바나나샐러드,60.0,2,,,"고구마, 바나나, 요거트, 어린잎, 잣, 연유"
581,누룽지새우튀김,60.0,2,"달걀, 튀김기름","소금, 설탕, 식초","새우, 후춧가루, 튀김가루, 누룽지, 오렌지주스, 어린잎"
582,백김치주꾸미샐러드,60.0,2,"홍고추, 양파, 마늘","식초, 설탕, 꿀","백김치, 주꾸미, 파, 양상추, 어린잎, 저염, 레몬"
583,닭고기월남쌈,60.0,2,"양파, 당근, 녹말가루, 식용유","소금, 고춧가루, 설탕, 식초","닭고기살, 로즈마리, 후춧가루, 오이, 파프리카, 라이스페이퍼, 다진, 레몬즙"
584,양배추롤,60.0,1,"물, 대파, 부추, 당근, 다진마늘","토마토소스, 소금, 후추","양배추, 토마토, 새송이버섯, 두부, 다진, 맛술"
585,단호박소고기롤,60.0,2,밀가루,"설탕, 소금, 설탕, 식초, 소금","소고기, 저염, 다진, 파프리카, 오이, 적양배추, 사과, 팽이버섯, 무순, 단호박, 다진, 다진, 올리브오일"
586,생선카레튀김,60.0,2,"생강, 녹말가루, 밀가루, 달걀, 녹말가루","마요네즈, 설탕, 식초","생선살, 정종, 깻잎, 콩가루, 카레가루, 요구르트, 양상추"
587,주꾸미샐러드,30.0,1,"밀가루주꾸미, 참깨","간장 ~, 마요네즈, 참기름, 설탕 ~, 연겨자생략","주꾸미  ~, 어린잎채소, 레몬즙, 맛술, 올리브오일 ~, 후춧가루"
588,닭가슴살현미스테이크,60.0,2,튀김기름,토마토소스,"닭가슴살, 정종, 카레가루, 현미쌀, 생크림, 적양배추, 양배추"
589,삼겹선,60.0,2,"생강즙, 양파, 당근","소금, 설탕, 식초, 소금, 고춧가루","삼겹살, 정종, 후춧가루, 조, 쌀, 파프리카, 새송이버섯, 표고버섯, 깻잎, 파, 레몬, 매실액"
590,미니버섯탕수,60.0,2,"녹말가루, 달걀흰자, 튀김기름, 당근, 녹말가루, 물","소금, 설탕","미니, 저염, 홍초, 브로컬리, 오이, 홍파프리카, 노란파프리카"
591,연어오븐구이,60.0,2,"양파, 당근, 마늘, 버터",소금,"연어, 토마토, 파프리카, 청피망, 레몬, 후춧가루, 생크림, 화이트크림"
592,옥음밥,60.0,2,"당근, 양파, 마늘, 식용유",,"옥수수콘, 애호박, 새송이버섯, 라이스페이퍼, 저염, 쌀, 후춧가루"
593,원소병,60.0,2,녹말,꿀,"찹쌀가루, 치자, 오미자, 대추, 귤병, 유자청, 잣"
594,전복리조또,30.0,1,"양파, 버터","소금, 후추","전복, 말린, 우유, 파마산가루, 올리브유, 찬밥"
595,초계탕,90.0,1,"통마늘, 양파, 대파, 물, 양파, 당근","소금, 설탕, 식초, 진간장, 겨자, 식초, 설탕, 진간장, 소금","닭, 오이, 무, 국수또는, 간"
596,콩나물부추볶음,15.0,1,"콩나물, 부추, 마늘, 통깨","소금, 고춧가루, 조미료조금, 참기름",오일
597,콩비지포카치아 샌드위치,60.0,2,치즈,,"포카치아, 콩비지, 무장아찌, 토마토, 루꼴라, 올리브오일"
598,파프리카더덕소고기깻잎롤,60.0,2,"양파, 대파, 당근","꿀, 식초, 소금, 발사믹소스","소고기, 파프리카, 더덕, 깻잎, 파인애플, 아스파라거스, 레몬, 올리브오일, 후춧가루"
599,해물아란치니,30.0,1,"양파, 밀가루, 계란 ~, 빵가루, 식용유, 다진마늘, 깨","고추장, 고춧가루, 간장, 소금, 후추, 올리고당, 설탕, 참기름","밥, 주꾸미, 새우"
600,호박잎삼계,60.0,2,,소금,"닭고기, 인삼, 미나리, 대추, 찹쌀, 후춧가루"
601,대하마늘볶음밥,60.0,2,"당근, 양파, 청고추, 마늘, 생강, 식용유",,"대하, 쌀, 깻잎, 숙주, 대추, 파, 저염"
602,두부 카프리제,60.0,2,파마산치즈,"발사믹소스, 설탕, 소금","토마토, 두부, 레몬, 어린잎, 올리브오일"
603,미역볶음밥,15.0,1,"당근, 양파, 계란, 통깨",굴소스,"밥, 불린, 비엔나, 가지, 감자, 호박, 어린잎채소생략가능조금"
604,청국장볶음밥,10.0,1,"양파, 마늘",소금,"청국장, 밥, 애호박, 파프리카, 애느타리버섯, 매실액"
605,해물볶음밥,15.0,1,"양파, 마늘, 해물믹스, 대파, 청양고추혹은크러쉬드레드페퍼","굴소스, 간장, 설탕, 식초",밥
606,구운주먹밥,15.0,1,,"참기름, 진간장, 설탕, 올리고당","밥, 참치, 후리가케, 맛술"
607,연어주먹밥튀김,15.0,1,양파,"소금, 참기름","연어캔, 청피망, 홍피망, 밥"
608,족발수육,120.0,1,"양파, 대파, 다진마늘, 물","진간장, 물엿, 설탕","돼지고기, 월계수잎, 맛술"
609,함초떡갈비,60.0,2,"당근, 양파, 대파, 다진마늘, 통깨","참기름, 함초소금, 발사믹식초, 설탕, 흰후추","갈은, 갈은, 새송이버섯, 함초, 샐러리"
610,삼색소면,60.0,2,"쪽파, 청고추, 홍고추, 마늘, 다시마물","볶은소금, 청주","분홍색, 초록색, 흰색, 모시조개"
611,돼지수육맑은전골,60.0,2,"당근, 청양고추, 다진대파, 물, 다진마늘, 깨","된장, 통후추, 어간장, 겨자, 식초","통삼겹살, 팽이버섯, 배추, 청경채, 애호박, 숙주, 천연다시다"
612,채소비빔밥,30.0,1,"양파, 당근, 기름, 기름, 다진마늘, 다진대파, 고추가루, 통깨, 계란","소금, 후추, 고추장, 참기름","팽이, 애호박, 두부, 쌈채소, 밥"
613,열무김치파스타,60.0,2,"양파, 당근, 통깨, 청양고추, 청고추, 홍고추",들기름,"파스타면, 열무김치, 오이, 노란"
614,해초갈비찜,60.0,2,"양파, 청고추, 홍고추, 당근, 생강청, 다진마늘, 다진대파, 생강청, 통깨","청주, 맛간장, 후추, 올리고당, 참기름","소갈비, 마른, 감자, 대추, 메추리알"
615,버섯곤드레밥,60.0,2,"다진청고추, 다진홍고추, 다진마늘, 통깨, 다진대파","참기름, 된장, 참기름","쌀, 건, 느타리버섯, 두부"
616,함초소고기말이,60.0,2,"마늘, 홍고추, 양파, 마늘기름, 버섯마늘","맛간장, 연겨자","소고기, 함초, 무순, 노란색파프리카, 허브"
617,묵계밥,60.0,2,"검정깨묵, 계란, 콩나물, 마늘, 대파, 양파, 버섯마늘","맛간장, 흰후추","도토리묵, 올방개묵, 귀리, 닭가슴살"
618,근채류주먹밥,60.0,2,"청고추, 양파, 당근, 통깨, 마늘기름","맛간장, 참기름, 함초소금","우엉, 연근, 감자, 쌀, 오이"
619,단호박약식,60.0,3,물,"간장, 참기름, 설탕","찹쌀, 단호박, 대추, 밥, 호박씨, 해바라기씨, 건포도, 포도씨유, 계피가루"
620,삼색샌드위치,30.0,1,"식빵, 삶은달걀","소금, 마요네즈, 허니머스터드소스","슬라이스햄, 절인오이"
621,황태탕수육,60.0,2,"밀가루, 녹말가루, 달걀, 튀김기름, 양파, 당근, 녹말가루, 물","설탕, 식초","황태채, 찹쌀가루, 백련초가루, 치자가루, 뽕잎가루, 파프리카, 오이, 파인애플, 저염"
622,밥핫도그,15.0,1,"빵가루, 달걀, 피자치즈",,"밥, 소세지, 브로콜리, 케찹"
623,스테이크카나페,60.0,2,"양파, 마늘","소금, 발사믹소스, 설탕","소등심, 후춧가루, 로즈마리, 애호박, 가지, 파프리카, 토마토, 사과"
624,꽃밥,30.0,1,,"참기름, 청주, 고추장, 참기름","밥, 상추, 부순, 다진, 다진, 후춧가루, 시판"
625,버섯만두찜,60.0,2,"밀가루, 물, 식용유, 양파, 마늘","소금, 소금","시금치, 호박, 백년초, 양송이버섯, 새송이버섯, 표고버섯, 두부, 새우, 우유, 생크림"
626,떡갈비주먹밥,20.0,1,,참기름,"떡갈비, 밥, 조미김, 후리가케"
627,홍합죽,30.0,1,"당근, 양파, 물, 다시마","소금, 참기름","건홍합, 밥, 애호박, 야채"
628,조개크림파스타,20.0,1,"마늘, 양파","소금, 후추","링귀니면, 새우, 모시조개, 생크림, 화이트와인, 면수또는, 올리브유"
629,닭날개튀김,60.0,1,"감자전분, 물, 다시마 *, 다진마늘","간장, 굴소스, 설탕, 청주, 핫소스","닭날개, 우유"
630,해산물리조또,30.0,2,"양파, 마늘, 물, 고추가루","토마토or토마토소스, 소금, 통후추","쌀, 감자, 파프리카, 새우, 버섯조금, 콘조금, 맥주, 야채가루Maggi, 파프리카가루"
631,떡완자조림,60.0,2,"양파, 당근, 마늘, 대파, 식용유, 통깨","올리고당, 참기름","다진, 다진, 매실액, 맛술, 새송이버섯, 떡볶이떡, 저염, 후춧가루"
632,닭고기채소스파게티,60.0,2,"당근, 양파, 다진마늘, 육수","토마토소스, 케첩","닭고기살, 후춧가루, 스파게티, 올리브유, 브로컬리, 양송이, 표고버섯, 파프리카, 토마토, 토마토페이스트, 생크림"
