recipe_id,recipe_name,cooking_time,difficulty,sub_ingredients,Seasonings,main_ingredients
636,토마토오리볶음,60.0,2,"양파, 부추, 식용유, 다진마늘, 양파, 풋고추, 다진마늘","고추장, 물엿","오리고기, 가지, 파프리카, 새송이버섯, 브로콜리, 방울토마토, 후춧가루, 맛술, 토마토"
637,함초타락죽,60.0,2,"다진양파, 파마산치즈가루, 물",,"찹쌀, 우유, 함초, 크렌베리"
638,황태두부무국,60.0,2,"청고추, 홍고추, 쪽파, 대파뿌리","흰후추, 어간장","황태, 두부, 함초, 무"
639,삼합잡채,60.0,2,"양파, 청고추, 홍고추, 당근, 마늘기름또는, 다진마늘, 통깨","맛간장, 참기름","주꾸미, 바지락살, 소고기, 닭가슴살, 미나리, 배"
640,고등어카레탕수,60.0,2,"전분가루, 식용유, 양파, 물",꿀,"냉동, 우유, 카레가루, 감자, 애호박, 방울토마토, 사과"
641,효도강정,60.0,2,기름,"올리고당, 설탕","볶은, 볶은, 볶은, 혼합, 흑임자"
642,비트양파김치,60.0,2,"양파, 물, 절임물, 생강청, 청양고추","볶은소금, 식초, 식초",비트
643,관자브로콜리스프,60.0,2,"양파, 버터, 다진마늘, 마늘",흰후추,"관자, 브로콜리, 시금치, 생크림, 우유, 파마산가루"
644,곤약잡채,30.0,1,"양파, 물에, 물, 다진마늘","간장, 설탕","곤약, 파프리카, 브로컬리"
645,미역 닭가슴살전,60.0,2,"청양고추, 대파, 당근, 계란, 고추냉이, 통깨",식초,"닭가슴살, 미역, 두부, 저염, 레몬즙"
646,블루베리양갱,60.0,2,물,설탕,"백앙금, 블루베리, 한천"
647,장어찜,60.0,2,"양파, 청고추, 홍고추","후추, 맛간장","장어, 우유, 우엉, 인삼, 미나리, 팽이"
648,두부청국장죽,60.0,2,"당근, 버섯마늘, 다진마늘, 다진대파","참기름, 맛간장, 흰후추","청국장, 두부, 밥, 표고버섯, 애호박, 다진쇠고기, 흑임자"
649,망고샐러드,10.0,1,"다진양파, 고추씨매콤한맛을원하실경우","소금, 후추, 칠리소스, 피쉬소스, 소금, 후추","망고, 샐러드용, 고수생략가능, 방울토마토 ~, 닭가슴살, 올리브유, 레몬즙"
650,토마토젤리,60.0,2,,"올리고당, 설탕","토마토, 판젤라틴, 레몬즙, 블루베리"
651,샌드스테이크,60.0,2,"버터, 양파, 대파","소금, 굴소스","닭가슴살, 후춧가루, 느타리버섯, 시금치, 올리브오일, 베이컨, 카레가루, 생크림, 우유, 어린잎채소"
652,맥적구이,60.0,1,"간마늘, 다진대파","한된장, 꿀, 참기름, 청주, 후추가루조금","돼지고기, 매실청"
653,채소어묵,60.0,2,"생강, 밀가루, 양파, 당근, 마늘, 튀김기름",소금,"생선살, 맛술, 샐러리, 옥수수, 어린이"
654,주꾸미보리죽,60.0,2,"밀가루, 당근, 양파, 육수",참기름,"주꾸미, 보리, 미나리, 저염, 우유, 저염"
655,오렌지삼겹찜,60.0,2,튀김기름,"설탕, 와사비","삼겹살, 로즈마리, 고구마, 생크림, 감자, 브로컬리, 올리브오일, 오렌지, 정종, 저염"
656,소고기볼게살타르,60.0,2,"마늘, 양파, 빵가루, 버터, 식용유","소금, 마요네즈","다진, 파프리카, 후춧가루, 고구마, 바나나, 매실액, 게맛살, 어린잎, 브로컬리, 미니새송이"
657,수삼떡갈비,30.0,1,"생강즙, 물","간장, 꿀, 깨소금, 참기름, 간장, 물엿, 설탕","소고기, 수삼, 찹쌀가루, 잣가루, 대추, 맛술, 배즙, 다진, 다진, 다진, 잣가루, 후춧가루조금, 맛술"
658,삼색딤섬,60.0,2,"밀가루, 양파, 부추, 대파, 마늘, 통깨",참기름,"백년초, 뽕잎, 치자, 미나리, 두부, 오징어, 다진, 숙주, 후춧가루"
659,밥크로켓,20.0,1,"체다치즈, 달걀, 빵가루","소금, 후추","밥, 청피망, 홍피망, 슬라이스햄, 김, 쌀가루"
660,가지토마토구이,60.0,2,모짜렐라치즈,"소금, 토마토소스","가지, 올리브오일, 토마토, 토마토, 팽이버섯, 후춧가루"
661,함박스테이크,60.0,1,"양파, 버터, 빵가루, 달걀, 다진마늘, 물","케첩, 머스터드소스, 소금, 후추, 돈가스소스, 케첩, 소금, 후추","다진, 다진, 양송이, 올리브유"
662,냉파스타,15.0,1,"계란노른자, 통깨, 다진마늘",설탕취향껏,"건, 가쓰오쯔유, 김, 잔파, 아무튀김"
663,과일겉절이,60.0,2,"마늘, 식용유","설탕, 고춧가루, 식초, 설탕","사과, 배, 베이킹파우더, 바나나, 키위, 파인애플, 마, 저염"
664,버섯탕수,60.0,1,"식용유, 물, 물, 양파, 물","간장, 식초, 설탕","느타리버섯, 튀김가루, 튀김가루"
665,아보카도 연어샐러드,60.0,2,양파,,"훈제연어, 아보카도, 파프리카, 오렌지, 사워크림, 어린잎"
666,오렌지마리네이드 돼지고기,60.0,2,마늘,"꿀, 소금, 후추","돼지고기, 시금치, 양송이버섯, 파프리카, 오렌지, 레몬, 머스터드, 생크림, 우유, 올리브오일"
667,카레닭 룰라이드,60.0,2,"당근, 양파, 식용유",소금,"닭고기, 카레가루, 샐러리, 아스파라거스, 토마토, 감자, 생크림, 후춧가루"
668,세 가지곡물콩라미수,60.0,2,"달걀, 버터",설탕,"미숫가루, 통조림콩, 검은콩, 바나나, 흑임자, 우유, 애플민트"
669,크림치즈 망고무스,60.0,2,크림치즈,설탕,"망고퓨레, 라즈베리, 피스타치오, 요거트, 생크림, 판젤라틴, 레몬, 애플민트"
670,해산물 훈제연어롤,60.0,2,"당근, 양파","고추장, 식초, 설탕, 소금","훈제연어, 주꾸미, 소라, 완두콩, 샐러리, 파프리카, 오이"
671,감닭떡갈비,60.0,2,"양파, 달걀, 마늘, 식용유",소금,"닭고기, 감자, 찹쌀가루, 매실청, 후춧가루"
672,겨자아욱쌈밥,60.0,2,,"된장, 참기름","현미, 두부, 아욱, 날치알, 단호박, 새싹, 생크림, 매실청"
673,다마고도후,60.0,2,"달걀, 다시마, 물",,"요리술, 저염, 날치알, 건매생이, 무순"
674,단호박생채,60.0,2,"부추, 양파, 다시마, 마늘","까나리액젓, 고춧가루","단호박, 건새우, 매실액, 배"
675,닭가슴살 스테이크,30.0,1,"양파, 물, 다진마늘, 다진양파","스테이크소스, 올리고당","닭가슴살, 애호박소량, 양송이버섯, 케챱"
676,베이컨 가지 말이,15.0,1,,,"베이컨, 가지"
677,대구지리탕,30.0,2,"콩나물, 대파, 홍고추, 청양고추, 다진마늘, 생강, 멸치, 다시마",,"대구, 무우, 미나리, 표고버섯, 파뿌리, 천일염, 맛술"
678,효종갱,60.0,2,"양파, 마늘, 물",저염간장,"배추, 무, 느타리버섯, 쇠고기양지, 표고버섯, 전복"
679,백일송이버섯 볶음,5.0,1,"대파, 다진마늘, 당근","들기름, 굵은소금조금",향기송이버섯
680,땅콩소스 버섯가지나물,30.0,1,다진마늘,참기름,"가지, 새송이버섯, 표고버섯, 땅콩가루, 저염"
681,곤약함박스테이크,60.0,1,"양파, 버터, 빵가루, 달걀, 다진마늘, 물","케첩, 머스터드소스, 소금, 후추, 돈가스소스, 케첩, 소금, 후추","다진, 다진, 양송이, 올리브유"
682,호박 고구마 스프,5.0,1,,꿀,"찐단호박, 군고구마또는, 우유"
683,시금치 리조또,30.0,1,치즈,,"시금치, 우유, 밥"
684,북어비빔밥,5.0,1,"고추가루, 계란","고추장, 간장, 설탕, 올리고당, 참기름","참치캔, 밥, 상추, 김"
685,컵밥,5.0,1,"모짜렐라치즈, 달걀",스파게티소스,"밥, 비엔나세지"
686,두릅 샐러드,20.0,1,양파,"소금, 식초, 소금","두릅, 파프리카, 매실액, 후춧가루"
687,구운 바나나,20.0,1,"땅콩버터, 계란, 전분",소금,"또띠아, 바나나"
688,가지볶음밥,15.0,1,통깨솔솔,굴소스,"가지, 삼겹살, 카놀라유"
689,닭고기볶음밥,30.0,1,"양파, 쪽파, 계란","피쉬소스, 굴소스, 설탕","다진, 닭가슴살, 찬밥, 토마토, 오이, 고수취향껏"
690,토마토라면,10.0,1,"양파, 청양고추, 다진마늘",식초,"라면, 토마토취향껏"
691,김말이두부스테이크,60.0,2,"양파, 밀가루, 양파, 마늘, 버터","허브소금, 흰후추, 허브소금, 발사믹식초","두부, 김, 표고버섯, 새송이버섯, 다진쇠고기, 고구마, 단호박, 아스파라거스, 레드와인, 토마토, 올리브유"
692,연어롤샐러드,60.0,1,양파,"소금, 식초, 마요네즈","훈제연어, 크래미, 양상추, 플레인요구르트, 레몬즙"
693,비타민이유식,60.0,2,,설탕,"멜론, 브로콜리, 감자, 요거트"
694,한입꼬치구이,60.0,2,"대파, 건고추, 마늘기름, 다진마늘","어간장, 통후추, 올리고당, 후추","통삼겹살, 고구마, 미니파프리카, 청피망, 양송이, 로즈마리, 오렌지주스, 레몬즙"
695,간장곤약볶음국수,60.0,2,"다진생강, 다진양파, 버터, 다진양파","맛간장, 꿀","곤약면, 사과, 레몬즙, 흑임자, 플레인요거트, 그래놀라"
696,닭가슴살리조또,15.0,1,"양파, 당근",스파게티토마토소스,"밥, 닭가슴살, 감자, 버섯, 파, 우유"
697,녹차귀리라떼,60.0,2,"닭육수, 무염버터, 다진양파","흰후추, 소금","브로콜리, 귀리, 우유, 녹차가루, 아몬드슬라이스, 우유, 생크림"
698,한식풍닭가슴살스테이크,60.0,2,"다진마늘, 물, 다진양파, 검은깨, 다진마늘","맛간장, 고춧가루, 된장, 들기름","닭가슴살, 미나리, 쌀, 청경채, 무, 매실청"
699,강황고구마밥,60.0,2,"닭육수, 영양부추, 다진청고추, 다진홍고추, 다진양파",어간장,"쌀, 강황가루, 고구마"
700,두부달걀덮밥,10.0,1,"달걀, 쪽파, 참깨","소금, 후추, 참기름, 간장","연두부, 슬라이스, 밥"
701,봄나물밥,60.0,2,다시마,"고추장, 된장","현미, 멥쌀, 쑥갓, 달래, 두부"
702,닭가슴살카나페,10.0,1,,"연겨자, 참기름, 간장, 설탕","닭가슴살, 삶은, 슬라이스, 양배추조금, 오이, 다진"
703,차돌박이구이,30.0,1,"영양부추, 깐마늘, 양파, 대파, 고추가루, 다진마늘","고추장, 식초, 피쉬소스, 참기름, 깨소금","차돌박이, 매실청"
704,닭가슴살말이,60.0,1,"스트링치즈, 물",데리야끼소스,"닭가슴살, 고구마, 김치다진것, 케찹"
705,두부말이찜,30.0,1,"풋고추, 다진마늘, 밀가루, 다진마늘, 통깨","소금, 양조간장, 맛소금, 참기름, 양조간장, 참기름, 고춧가루기호","양배추, 두부, 빨강, 다진파, 후춧가루, 다진파, 매실액"
706,불고기덮밥,30.0,1,"대파, 양파, 쪽파, 당근, 물, 생강","간장, 설탕, 참기름, 후추","소고기, 표고버섯, 맛술, 간"
707,바비큐리조또,60.0,2,"물, 야채육수, 영양부추, 마늘","맛간장, 통후추, 발사믹식초, 흰후추","통삼겹살, 밥, 청국장, 감자, 올리브오일, 적양배추, 사과, 올리브오일"
708,크렌베리귀리밥,60.0,2,,,"백미, 크렌베리, 귀리"
709,블루베리냉스프,60.0,2,,꿀,"검은, 딸기, 블루베리, 저지방우유, 볶은, 바나나, 브로콜리, 라이스페이퍼, 건조"
710,브로콜리스프,30.0,1,"양파중간크기, 버터",,"브로콜리, 치킨스톡, 우유, 찹쌀가루, 후춧가루조금"
711,초계샐러드,60.0,2,"달걀, 참깨","식초, 연겨자, 설탕, 흰후추","닭가슴살, 오이, 피망, 파프리카, 시금치, 잣, 대추"
712,토마토맑은장국,60.0,2,닭육수,,"방울토마토, 시금치, 알배추, 팽이버섯, 일식"
713,매생이찰범벅,60.0,2,멸치육수,,"우유, 매생이, 찹쌀, 단호박, 밤, 녹차"
714,닭가슴살샌드스테이크,60.0,2,"양파, 닭육수, 다진마늘, 버터, 버터","흰후추, 꿀, 흰후추","닭가슴살, 시금치, 브로콜리, 양송이, 방울토마토, 올리브오일, 콜리플라워, 오렌지주스, 레몬즙"
715,치즈리조또,30.0,2,"양파, 아기치즈","소금, 후추","토마토홀, 닭가슴살"
716,가지말이샐러드,30.0,1,통깨조금,"간장, 소금","가지, 닭가슴살, 파프리카, 새싹채소, 올리브유, 다진, 후춧가루"
717,실곤약팟타야,60.0,2,"양파, 홍고추","굴소스, 액젓","실곤약, 소고기, 숙주, 청피망, 다진"
718,닭고기라이스롤,60.0,2,"당근, 양파, 식용유, 육수","소금, 케첩","닭고기, 우유, 후춧가루, 수수, 쌀, 파프리카, 애호박, 토마토, 다진"
719,깐풍파스타,60.0,2,"밀가루, 생강, 녹말가루, 달걀, 튀김기름","소금, 크림소스, 설탕","뽕잎가루, 백년초가루, 호박가루, 올리브오일, 닭고기, 정종, 후춧가루, 파프리카, 청피망, 깻잎"
720,닭강정,90.0,2,"전분, 식용유, 물, 식용유, 마늘, 물, 물, 다진마늘","소금, 후추, 고추장, 고춧가루, 케첩, 설탕, 간장, 물엿, 간장, 굴소스, 설탕, 물엿","닭고기, 튀김가루, 가래떡, 계피가루"
721,소고기꼬치구이,15.0,1,다진마늘,"간장, 설탕, 참기름","소고기, 요리당, 후춧가루, 다진파, 맛술"
722,황태볶음면,60.0,2,"양파, 마늘, 대파, 다시마, 생강즙","마요네즈, 설탕","황태, 새우, 오징어, 굵은, 표고버섯, 양배추, 라면, 숙주, 올리브오일, 저염"
723,토마토덮밥,10.0,1,양파,"소금, 후추","완숙, 밥, 올리브오일"
724,표고크림파스타,60.0,2,"밀가루, 버터",소금,"양송이버섯, 표고버섯, 후춧가루, 스파게티, 올리브오일, 우유, 생크림"
725,떡갈비통치미국수,60.0,2,"당근, 양파, 통깨, 식용유, 당근, 양파","식초, 설탕, 참기름, 설탕","동치미, 배, 다진, 오이, 후춧가루, 정종, 저염, 다진, 다진, 매실액, 국수, 오이, 후춧가루, 정종, 저염"
726,단호박크림파스타,30.0,1,"양파, 버터, 체다치즈","후추, 소금","단호박, 슬라이스, 스파게티, 우유, 생크림, 파마산, 파슬리가루"
727,견과편수,60.0,2,"밀가루, 부추, 양파, 다진대파",,"흑임자, 우유, 닭가슴살, 후춧가루, 다진, 마, 바나나, 머스터드, 캐슈넛, 잣, 우유"
728,바지락실곤약파스타,60.0,2,"마늘, 청양고추",소금,"바지락, 브로컬리, 파프리카, 올리브오일, 실곤약, 후춧가루, 어린잎"
729,황태리조또,60.0,1,"버터, 육수, 달걀, 통깨","소금, 참기름","두부, 홍합, 황태, 생크림"
730,깻잎애호박찜,60.0,2,양파,,"애호박, 깻잎, 피망, 파프리카, 저염, 매실액"
731,닭순대,60.0,2,"달걀, 부추, 밀가루, 당근","참기름, 소금","닭가슴살, 당면, 저염, 후춧가루"
732,도라지 유자청생채,60.0,2,"풋고추, 홍고추, 양파",소금,"도라지, 라임주스, 흑임자, 유자청"
733,두부스테이크,30.0,1,"계란, 양파, 당근, 대파, 전분","소금, 후추톡톡","두부, 팽이버섯, 돈까스"
734,들깨곤약수제비,60.0,2,"들깨가루, 사골육수, 마늘",식초,"곤약, 표고버섯, 새송이버섯"
735,버섯배추말이,60.0,2,다시마,"식초, 설탕, 소금","배추, 양배추, 표고버섯, 만송이, 미나리, 저염"
736,봄날의 연못,60.0,2,양파,,"문어, 오이, 배, 토마토, 유자청, 레몬, 올리브오일, 라임"
737,산나물 유부초밥,60.0,2,"취나물, 참나물, 곤드레나물","식초, 설탕, 소금","유부, 쌀, 토마토"
738,새우보리죽 고등어스테이크,60.0,2,생강,"설탕, 식초, 소금","고등어, 새우, 보리, 레몬, 막걸리, 비트"
739,잣소스새송이볶음,60.0,2,물,"소금, 꿀, 소금","새송이버섯, 빨간파프리카, 노란파프리카, 찹쌀가루, 올리브유, 잣, 우유"
740,과일겨자채,60.0,2,물,"연겨자, 사과식초, 꿀, 설탕","사과, 배, 밤, 대추, 곶감, 호두, 땅콩, 양상추, 연유, 배즙"
741,고구마라떼,15.0,1,,"소금, 꿀","군고구마, 우유 ~, 구운, 시나몬가루"
742,홍시곶감화채,60.0,2,물,꿀,"얼린, 곶감, 호두"
743,옥수수감자샐러드,30.0,1,"양파, 청양고추","굵은소금, 마요네즈, 홀스래디쉬소스, 후추, 바질드레싱","감자, 옥수수알, 크레송, 군옥수수"
744,홍합 쌀옹심이국,60.0,2,"달걀노른자, 양파, 국멸치, 홍고추, 청고추, 다시마, 물","국간장, 소금","쌀가루, 감자, 홍합살, 애호박, 다진, 다진, 현미유"
745,찬밥김치달걀찜,60.0,2,"달걀, 당근, 양파, 새우젓국물, 물",,"밥, 김장김치, 파"
746,꼬막떡꼬치구이,60.0,2,"양파, 통깨","고추장, 조청, 간장, 고춧가루, 참기름","꼬막, 떡볶이떡, 파, 현미유, 다진"
747,물파래콩전,60.0,2,"우리밀가루, 홍고추, 물, 통깨","간장, 식초","파래, 노란콩, 현미유, 파"
748,토마토김치,5.0,1,"양파, 부추, 통깨","고춧가루, 소금, 설탕, 멸치액젓",토마토
749,닭가슴살스튜,30.0,1,양파,"소금, 후추조금","닭가슴살, 방울토마토, 요플래, 파슬리, 바질가루"
750,전복내장밥,30.0,3,당근,참기름,"불린쌀, 찹쌀, 전복내장"
751,두부채소샐러드,5.0,1,"쪽파, 홍고추","양조간장, 설탕, 고춧가루, 참기름, 깨소금","연두부, 베이비, 다진"
752,연어허브스테이크,30.0,1,"물, 생강","후추, 진간장, 설탕, 물엿","연어슬라이스, 굵은, 맛술, 올리브, 맛술"
753,해물칼국수,30.0,1,,,
754,버섯리조또,30.0,1,양파,"소금, 후추, 간장","찬밥, 새송이버섯, 파프리카, 두유"
755,삼색소고기만두,60.0,2,"부추, 달걀, 당근, 들깨가루, 밀가루, 녹말가루, 양파, 다시마, 건멸치","소금, 참기름, 소금","애호박, 숙주, 두부, 소고기, 다진, 다진, 후춧가루, 시금치, 건새우"
756,콩가루비빔밥,60.0,2,"달걀, 당근, 식용유, 대파, 마늘","참기름, 소금, 소금, 참기름, 고추장","청포묵, 오이, 고사리, 표고버섯, 쌀밥, 소고기, 후춧가루, 콩가루, 다진"
757,단호박떡갈비,60.0,2,육수,"참기름, 설탕","단호박, 다진소고기, 다진, 다진, 다진, 저염, 후춧가루, 매실액, 찹쌀가루, 잣"
758,해산물누들볶음,60.0,2,"양파, 마늘",소금,"홍합, 조개, 표고버섯, 홍파프리카, 피망, 오징어, 칵테일새우, 스파게티, 올리브오일, 커리가루"
759,새우완자찜,60.0,1,"다진당근, 녹말가루","참기름, 소금조금, 후추가루조금","양배추, 중하 ~, 다진파, 다진깻잎, 맛술"
760,두부된장무침,60.0,2,,된장,"두부, 쌈채, 생크림"
761,귀리죽,60.0,2,물,,귀리
762,탕평채,30.0,1,"계란, 다진마늘","진간장, 참기름, 설탕조금, 깨소금, 소금조금, 깨소금, 참기름, 소금조금, 깨소금, 참기름","청포묵, 소고기불고기나, 미나리, 조미김 ~, 다진파, 후춧가루조금"
763,둥지튀김,60.0,2,"달걀, 밀가루, 전분","소금, 설탕","닭고기, 레몬, 통계피, 감자, 어린잎, 메추리알, 후춧가루"
764,들깨죽,30.0,1,"물, 들깨가루, 물",소금,밥
765,레몬크림콩다식,60.0,2,,"꿀, 설탕","콩가루, 레몬, 생크림, 레몬제스트"
766,머스터드튤립치킨,60.0,2,"양파, 마늘, 식용유","소금, 후추","닭날개, 어린잎, 파슬리, 머스터드, 레몬, 튀김가루"
767,머위향 통밀푸실리,60.0,2,"마늘, 양파",소금,"머윗대, 푸실리, 올리브오일, 생크림, 화이트와인"
768,미니함박스테이크,60.0,1,"양파, 버터, 빵가루, 달걀, 다진마늘, 물","케첩, 머스터드소스, 소금, 후추, 돈가스소스, 케첩, 소금, 후추","다진, 다진, 양송이, 올리브유"
769,바다완자탕,60.0,2,"다시마, 대파, 달걀, 전분, 홍고추, 풋고추",,"새우, 바지락, 무, 가쓰오부시"
770,삼계치킨,60.0,2,"마늘, 양파, 대파, 밀가루, 달걀, 식용유",소금,"닭가슴살, 인삼, 양송이버섯, 깻잎, 아스파라거스, 오렌지, 레몬, 생크림, 후춧가루"
771,새우완자탕,60.0,2,"달걀, 치킨육수, 전분, 물녹말",소금,"새우, 청경채, 후춧가루, 요리술"
772,아삭,15.0,1,"다진마늘, 통깨듬뿍","고춧가루, 멸치액젓, 설탕, 참기름, 소금살짝","봄동, 매실액"
773,연어비트 절임샐러드,60.0,2,양파,"설탕, 식초, 소금","연어, 비트, 오렌지, 새싹, 식용, 올리브오일"
774,가지나물냉국,60.0,2,"다시마국물, 통깨","국간장, 사과식초, 감식초, 소금","가지, 다진, 다진, 다진, 다진"
775,수삼매운닭찜,60.0,2,"물, 양파, 당근, 건고추, 대파","간장, 황설탕, 올리고당, 후추","토막, 수삼, 건표고버섯, 감자, 당면, 다진, 노두유"
776,수박즙돼지목심구이,60.0,2,,"후추, 간장, 설탕, 물엿, 후추","돼지고기, 올리브유, 수박, 다진"
777,깻잎단호박튀김,60.0,2,"물, 콩기름",꿀,"깻잎, 단호박, 호두, 찹쌀가루"
778,냉머위들깨나물,60.0,2,"쪽파, 물, 거피들깨가루","들기름, 국간장, 소금","머위대, 다진, 다진"
779,수박껍질풋고추볶음,60.0,2,"풋고추, 홍고추",소금,"수박, 포도씨유, 절임용"
780,우무오미자냉화채,60.0,2,물,올리고당,"오미자, 우무묵"
781,포도호두스무디,60.0,2,,,"얼린, 오미자액, 호상요구르트, 깐호두"
782,장어조림,30.0,2,"청양고추, 실파, 생강즙, 다진마늘","데리야끼소스, 간장, 올리고당, 후추","장어, 맛술"
783,통삼겹스테이크,20.0,1,삶은달걀,"머스터드소스, 소금, 후추, 마요네즈, 토마토소스","훈제, 샐러드, 딸기, 홀그레인머스터드, 꽃, 샐러드채소, 옥수수캔, 허브가루"
784,저염된장 삼치구이,60.0,2,"전분가루, 다진마늘, 청고추, 홍고추","일본된장, 청주","삼치, 치커리, 유자청"
785,미역전복죽,60.0,1,다시마물,"참기름, 소금","쌀, 꼬마전복, 불린미역"
786,훈제연어롤,30.0,1,양파,"마요네즈, 설탕, 후추톡","훈제연어, 노랑, 빨강, 오이, 오이피클, 레몬즙"
787,크림닭,60.0,2,"밀가루, 달걀, 빵가루, 튀김기름, 양파, 버터, 모짜렐라치즈","소금, 크림소스","닭가슴살, 우유, 후춧가루, 양송이버섯, 캐슈넛, 생크림, 어린잎, 파슬리가루"
788,등심채소롤,60.0,2,"치즈, 밀가루, 달걀, 빵가루, 튀김기름, 물녹말","소금, 칠리소스, 설탕","돼지등심, 후춧가루, 파프리카, 시금치, 파인애플"
789,유부완자탕,60.0,2,"양파, 당근, 마늘, 육수",,"유부, 두부, 새우, 배추, 표고버섯, 저염, 후춧가루, 미나리, 저염"
790,미니밥버거,60.0,2,"버터, 양파, 마늘, 빵가루, 치즈","소금, 마요네즈","찹쌀, 현미쌀, 올리브오일, 다진소고기, 생크림, 으깬, 후춧가루, 토마토"
791,파프리카볶음밥,15.0,1,"대파, 계란, 깨","굴소스, 참기름","밥, 파프리카"
792,삼겹살부추찜,60.0,2,"생강, 양파, 부추, 편마늘, 홍고추, 물, 생강, 녹말, 물","통후추, 된장, 설탕, 올리고당, 통후추","삼겹살, 월계수잎, 소주, 저염"
793,전복죽,60.0,1,"양파, 당근, 물","국간장, 소금, 참기름","전복 中, 밥, 양송이버섯"
794,오징어토마토초무침,60.0,2,"양파, 청고추, 홍고추, 대파, 당근, 통깨, 생강즙","소금, 고추장, 식초, 올리고당","오징어, 미나리, 토마토, 토마토"
795,들깨칼국수,15.0,1,다시마있으면 *,액젓,"칼국수, 표고버섯, 감자, 들깻가루, 다진"
796,소고기채소불고기,60.0,2,"양파, 당근, 대파, 청고추, 홍고추, 통깨, 다진마늘","올리고당, 참기름","소불고기, 배, 정종, 양배추, 깻잎, 표고버섯, 대추, 저염, 후춧가루"
797,숙주라면,5.0,1,"마늘, 숙주나물, 계란",,라면
798,곤약냉면,10.0,1,"냉면육수, 다진마늘","고추장, 간장, 고춧가루, 설탕, 식초, 겨자","실곤약, 다진"
799,과일갈비찜,60.0,2,"홍고추, 통깨, 양파, 당근","참기름, 올리고당, 설탕","돼지갈비, 배, 사과, 대추, 밤, 오이, 무, 저염, 다진, 다진, 다진, 후춧가루, 소주"
800,토마토소스닭갈비,60.0,2,"생강즙, 양파, 당근, 마늘","토마토소스, 고춧가루, 고추장","닭, 소주, 깻잎, 양배추, 고구마, 토마토, 매실청"
801,골뱅이과일무침,60.0,2,"통깨, 당근, 양파, 대파, 홍고추, 청고추, 생강즙","고추장, 고춧가루, 케첩, 설탕, 식초, 참기름","골뱅이, 양배추, 깻잎, 황도, 배, 사과, 바나나, 파인애플, 다진, 매실액"
802,리코타소스 연어샐러드,60.0,2,리코타치즈,소금,"연어, 토마토, 우유, 레몬, 파인애플, 아보카도, 오이, 오렌지, 어린잎"
803,망고자몽드레싱 해산물전체,60.0,2,당근,"설탕, 소금","관자, 새우, 방울토마토, 생크림, 파슬리, 오이, 단호박, 브로콜리, 감자, 망고, 레몬, 자몽"
804,머쉬룸 닭스테이크,60.0,2,"당근, 양파, 버터","소금, 발사믹소스","닭고기, 단호박, 미니, 새송이버섯, 느타리버섯, 후춧가루, 올리브오일"
805,배차와 주악,60.0,2,"밀가루, 생강","통후추, 꿀, 설탕","쌀가루, 막걸리, 배, 식용, 계피"
806,배추관자카나페,60.0,2,,"고추장, 설탕, 소금","관자, 배춧잎, 파프리카, 레몬, 매실액, 파슬리"
807,관자버터구이,30.0,1,"양파, 통마늘, 버터","후추, 미림, 허브솔트","조개관자, 파프리카"
808,식혜양갱과 수박증편,60.0,2,"엿기름, 밀가루, 버터",설탕,"밥, 미숫가루, 막걸리, 대추, 잣, 백련초, 찹쌀가루, 한천"
809,호박잎다슬기된장국,60.0,2,"부추, 달걀, 물, 국멸치, 건다시마",된장,"다슬기살, 호박잎, 파, 다진"
810,미숫가루 부추전,60.0,2,"부추, 당근, 양파, 물",소금,"부침가루, 미숫가루, 오징어, 감자, 현미유"
811,애호박장떡말이밥,60.0,2,"양파, 풋고추, 우리밀가루, 물","고추장, 참기름, 소금","밥, 애호박, 현미유, 흑임자"
812,봄나물주먹밥,60.0,2,"취나물, 통깨","참기름, 소금","쌀, 고사리, 빨강파프리카, 노랑파프리카, 다진"
813,달래두부김치무침,60.0,2,통깨,"설탕, 참기름, 고춧가루, 소금","두부, 달래, 배추김치, 홍피망, 다진, 다진"
814,딸기소스닭가슴살채소무침,60.0,2,,소금,"닭가슴살, 방울토마토, 양상추, 브로콜리, 적채, 노랑, 빨강, 호상요구르트, 딸기, 호두"
815,쑥호두달걀말이,60.0,2,"달걀, 당근",소금,"쑥, 호두, 현미유"
816,시래기리조또,60.0,2,"생강즙, 버터",된장,"불린, 밥, 다진, 포도씨유, 생크림"
817,꽃게살국,60.0,2,"건다시마, 물",된장,"꽃게, 양배추, 토마토, 파, 다진"
818,우엉들깨무침,30.0,1,"물, 다진마늘","들기름, 간장","우엉, 파, 들깻가루"
819,새우두부만두,60.0,2,"부추, 물","소금, 후추, 간장, 식초, 고춧가루","칵테일, 두부, 표고버섯, 만두피"
820,마마무스프,60.0,2,"대파, 양파, 육수, 버터",소금,"무, 마, 우유, 생크림, 시금치"
821,단호박리조또,30.0,1,"양파, 치즈 -, 육수, 버터",,"찬밥, 새우살, 대게살, 브로콜리, 고구마, 단호박, 양송이, 노랑, 우유"
822,토마토떡볶이,30.0,1,"육수또는, 통마늘, 양파","토마토소스, 고추장","떡볶이, 케찹, 새우, 삶은, 새송이버섯"
823,소고기채소볶음,20.0,1,"양파, 청고추, 마늘","소금, 후추","등심, 양송이, 애호박, 방울토마토"
824,양송이크림볶음밥,60.0,2,"양파, 당근, 버터, 육수, 치즈",소금,"닭고기살, 양송이, 떡볶이떡, 밥, 우유, 생크림"
